@relation donations

@attribute sequence_number   numeric
@attribute customer_id       numeric
@attribute 2008_ospital      numeric
@attribute 2009_Q1_hospital  numeric
@attribute 2009_Q2_hospital  numeric
@attribute 2009_Q3_hospital  numeric
@attribute 2009_Q4_hospital  numeric
@attribute mail_campaigns    numeric
@attribute phone_campaigns   numeric
@attribute email_campaigns   numeric
@attribute american_cancer   numeric
@attribute red_cross         numeric
@attribute ms_society        numeric
@attribute american_heart    numeric
@attribute save_the_children numeric
@attribute world_food        numeric
@attribute bloomberg         {0, 1}
@attribute better_home       {0, 1}
@attribute money             {0, 1}
@attribute new_yorker        {0, 1}
@attribute field_and_stream  {0, 1}
@attribute pc_world          {0, 1}
@attribute rolling_stone     {0, 1}
@attribute car               {0, 1}
@attribute class             {1, 2, 3, 4, 5, 6}

@data
6109,93,131,140,84,111,39,1,1,0,3,9,28,28,1,20,0,0,0,0,1,1,1,1,4
6110,55,9,45,23,44,26,2,1,1,26,5,26,16,6,1,0,0,1,0,0,0,1,0,3
6111,183,38,161,41,79,179,1,0,0,23,18,7,5,17,6,0,0,1,1,1,0,0,1,4
6112,52,94,117,120,84,10,2,1,1,25,29,24,46,13,13,0,1,0,1,0,1,1,0,3
6113,5,12,20,2,12,4,0,2,2,1,2,5,5,5,5,1,0,1,0,0,0,0,1,3
6114,23,6,41,15,34,41,1,2,1,7,31,16,27,2,4,1,0,0,0,0,1,0,0,3
6115,6,62,167,88,6,70,0,2,1,36,42,46,51,46,73,0,1,0,1,1,1,1,0,3
6116,48,26,23,13,8,26,2,0,2,320,60,460,60,600,500,1,1,0,0,0,0,0,1,3
6117,120,108,52,118,44,51,1,1,1,42,73,76,1,33,20,0,0,1,0,0,1,1,1,3
6118,81,104,122,47,22,6,2,2,1,60,20,72,60,0,44,0,0,0,1,1,1,0,0,3
6119,13,26,29,12,10,10,1,1,0,11,1,7,11,6,4,0,1,0,0,0,0,1,1,3
6120,136,60,134,5,92,32,2,2,0,16,30,26,10,42,40,1,1,0,1,0,1,0,1,3
6121,7,16,11,8,8,0,2,1,2,63,64,47,45,78,55,0,0,1,0,0,0,1,1,3
6122,44,56,57,38,25,61,2,2,0,15,13,9,17,0,14,0,0,0,1,0,1,1,0,3
6123,154,203,57,55,109,76,0,1,2,11,19,3,2,18,0,1,0,1,0,1,0,1,0,4
6124,114,242,214,237,172,50,0,1,1,43,39,38,41,18,39,1,1,1,0,1,0,1,1,5
6125,114,14,105,8,48,58,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
6126,103,133,64,19,173,113,0,1,0,4,0,0,9,0,8,0,1,1,0,0,0,0,1,4
6127,59,14,37,44,19,13,1,1,1,25,31,64,40,57,71,0,0,0,0,1,1,1,1,3
6128,11,30,7,45,7,34,1,1,1,24,17,12,24,13,8,0,0,1,0,0,1,0,0,3
6129,100,83,32,89,94,98,1,2,1,12,6,0,12,12,0,1,1,0,0,1,0,0,0,3
6130,41,43,43,94,23,21,0,2,1,5,16,7,15,17,4,0,1,0,1,0,0,1,1,3
6131,60,42,103,26,84,110,1,1,0,79,81,35,5,35,62,1,1,0,0,1,0,1,0,3
6132,2,99,83,62,3,142,2,2,0,399,342,190,418,513,475,1,0,1,1,1,0,0,1,3
6133,6,59,78,31,147,46,2,1,1,95,55,8,48,93,77,0,1,0,0,1,0,1,0,3
6134,144,9,30,0,28,61,2,2,0,11,33,39,67,48,43,0,0,0,1,1,1,0,0,3
6135,174,181,68,35,15,21,1,0,2,0,72,71,0,37,71,0,0,0,1,0,1,1,1,3
6136,166,142,57,110,89,46,0,2,2,40,32,31,29,32,13,0,1,0,0,0,1,0,0,4
6137,172,160,20,169,176,78,0,0,0,2,34,7,21,1,27,1,1,0,1,0,0,1,0,4
6138,198,137,23,177,27,11,1,2,0,703,437,874,608,532,855,0,0,0,0,0,1,1,0,4
6139,104,119,51,24,84,15,2,1,0,52,26,54,27,45,13,0,0,1,1,1,0,1,0,3
6140,47,52,50,39,4,10,0,2,2,39,53,45,41,47,2,0,1,1,0,0,1,0,1,3
6141,1,4,14,11,20,2,0,2,0,25,8,10,59,55,59,1,0,0,1,0,0,1,1,3
6142,11,1,31,5,26,14,2,0,2,10,15,24,8,31,24,1,0,1,1,1,1,0,0,3
6143,7,50,100,83,124,112,1,2,1,65,30,15,68,17,12,0,0,1,1,1,0,1,1,3
6144,25,209,74,107,128,198,2,0,0,40,48,52,33,1,17,0,1,1,0,0,1,0,0,4
6145,91,113,116,89,101,121,0,0,1,6,12,15,16,14,19,1,1,1,0,0,0,0,0,4
6146,124,115,106,33,135,109,0,0,2,3,2,8,32,52,34,0,0,0,1,1,0,1,1,4
6147,1,33,28,70,77,20,2,0,2,7,43,1,14,26,14,1,0,1,1,0,0,1,1,3
6148,2,9,10,3,4,0,0,1,1,34,39,16,35,36,2,0,1,0,0,1,1,1,1,2
6149,157,90,21,60,100,177,1,0,1,112,126,70,28,0,56,1,0,1,1,1,0,0,1,4
6150,43,64,36,0,4,37,1,0,1,1,8,4,1,1,4,1,1,0,1,1,1,1,0,3
6151,9,91,103,18,70,62,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3
6152,63,26,67,51,73,62,0,0,2,49,41,26,49,36,45,1,1,1,0,0,1,1,0,3
6153,38,90,15,67,56,17,1,1,0,1,15,8,12,29,25,1,0,1,1,0,0,1,0,3
6154,11,106,94,96,93,67,0,1,2,71,11,67,7,70,30,0,0,1,0,1,1,0,0,3
6155,78,99,51,151,37,164,2,0,1,9,42,43,15,38,13,1,1,1,1,1,1,1,1,4
6156,62,7,28,57,32,52,1,1,2,16,62,16,65,76,72,1,1,0,0,1,1,0,1,3
6157,27,5,5,8,32,7,0,1,1,29,7,80,34,29,64,0,0,0,1,0,1,1,1,3
6158,113,131,86,5,1,30,2,1,0,88,35,49,85,5,66,0,0,1,0,1,0,0,1,3
6159,70,83,31,41,51,55,2,2,2,3,1,0,6,6,0,1,0,1,0,0,1,1,1,3
6160,48,73,82,15,3,67,2,0,1,47,20,37,2,33,45,1,0,1,0,1,1,1,0,3
6161,38,49,58,52,29,47,2,2,0,36,2,63,13,64,40,0,1,0,0,0,0,1,0,3
6162,110,89,117,67,102,88,0,1,1,15,5,18,6,8,14,1,1,1,1,1,1,0,1,4
6163,13,149,32,50,74,117,0,1,2,63,80,75,84,65,25,1,1,1,0,0,0,1,0,3
6164,29,37,41,47,104,123,0,0,0,1,1,21,27,24,18,0,1,1,0,1,1,0,0,3
6165,8,2,21,21,23,6,0,2,2,16,27,32,12,18,0,1,0,1,0,1,1,1,1,3
6166,39,114,13,115,82,30,0,2,0,29,67,40,42,40,60,0,1,0,1,1,0,1,1,3
6167,104,143,68,50,94,32,1,1,2,6,15,12,11,20,6,0,1,0,1,0,0,0,1,3
6168,126,51,122,86,84,35,1,2,0,65,10,47,50,9,62,1,0,0,0,1,1,1,0,4
6169,23,8,19,23,30,1,0,1,2,14,37,50,1,49,14,1,1,0,1,0,0,0,1,3
6170,96,121,139,168,18,76,1,0,0,50,25,52,1,48,14,0,1,1,1,0,0,0,1,4
6171,67,84,51,198,53,58,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4
6172,22,0,81,33,34,71,0,2,0,15,39,22,35,30,7,1,0,0,0,0,0,0,1,3
6173,10,54,77,4,127,112,0,0,1,53,11,9,73,64,30,1,1,0,0,0,0,0,0,3
6174,2,138,33,46,139,28,0,0,0,54,23,58,61,49,26,1,0,1,1,1,1,1,1,3
6175,89,181,43,112,93,44,1,2,1,22,38,23,22,5,18,0,1,1,0,1,0,1,0,4
6176,118,52,59,10,118,68,1,2,0,43,37,1,53,27,32,1,0,0,0,0,0,0,0,3
6177,95,86,78,117,137,36,0,1,0,3,6,0,1,6,8,0,1,1,0,0,1,1,0,4
6178,135,12,134,234,53,167,2,2,2,65,79,4,54,62,28,1,0,0,0,0,1,1,1,4
6179,103,21,71,24,105,51,1,2,2,30,41,47,38,41,0,1,1,1,1,0,0,1,1,3
6180,109,86,185,84,46,13,2,1,1,8,18,9,6,2,11,0,1,1,0,0,0,0,0,4
6181,25,29,93,122,22,181,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3
6182,57,68,76,173,188,100,1,1,0,25,8,4,26,21,25,1,1,1,1,0,1,0,0,4
6183,23,141,21,119,138,68,0,1,0,11,10,0,10,3,10,0,0,1,1,0,0,0,1,4
6184,41,49,58,126,20,31,0,2,0,2,28,85,2,16,68,1,0,0,0,0,1,1,0,3
6185,101,57,9,83,167,39,0,0,2,32,11,2,15,74,77,0,0,1,0,1,1,0,1,3
6186,175,153,166,54,67,48,1,0,0,12,65,44,35,57,30,1,0,1,1,0,1,1,1,4
6187,76,22,77,55,18,103,2,1,2,33,50,36,22,29,30,1,1,0,1,1,1,1,0,3
6188,59,7,46,36,11,12,2,1,2,17,18,30,13,24,27,1,0,0,1,1,1,1,0,3
6189,1,8,34,1,3,10,1,0,2,60,25,2,5,40,38,0,0,1,1,0,1,0,1,3
6190,69,55,15,83,14,12,2,1,2,43,60,8,2,56,53,1,1,1,0,1,0,1,1,3
6191,53,63,80,84,51,49,2,1,1,1,35,28,61,7,41,0,0,0,0,1,0,1,0,3
6192,34,212,21,143,77,114,0,1,0,377,767,182,195,585,364,0,1,1,0,0,0,0,1,4
6193,32,0,25,20,31,29,2,2,2,2,11,11,2,14,15,0,0,0,1,0,1,0,1,3
6194,94,122,135,12,4,190,2,0,2,12,4,1,9,1,4,1,1,1,1,1,1,0,0,4
6195,52,10,26,16,7,31,1,0,2,56,25,16,21,33,30,0,1,0,1,0,0,0,1,3
6196,46,142,38,94,157,126,0,2,0,60,61,28,74,7,5,1,0,1,1,1,0,0,1,4
6197,2,90,98,67,133,17,0,1,2,80,46,56,66,47,16,1,1,0,1,0,1,0,0,3
6198,9,9,13,12,7,8,2,1,2,1,1,1,2,3,0,1,0,1,0,1,0,1,1,3
6199,41,20,16,30,10,48,1,2,2,28,36,26,29,25,2,1,1,0,0,0,0,1,0,3
6200,33,20,28,21,27,10,1,2,2,6,0,0,10,4,11,0,0,1,0,1,1,0,1,3
6201,27,26,25,27,17,20,2,1,1,59,17,38,14,59,50,1,1,0,0,0,1,1,1,3
6202,5,32,23,26,28,14,0,0,2,40,57,1,60,7,38,1,1,1,0,1,1,1,0,3
6203,53,10,75,37,0,80,2,1,0,3,21,21,22,7,13,0,1,1,1,1,1,0,0,3
6204,12,3,11,10,9,12,0,2,0,3,59,48,15,44,74,0,0,1,1,1,1,1,1,3
6205,31,132,12,92,146,22,2,1,2,13,4,7,9,4,9,1,1,0,0,1,1,1,0,3
6206,31,0,5,28,76,35,1,1,1,5,0,4,7,6,6,0,1,1,1,1,0,1,0,3
6207,113,45,20,111,53,161,2,0,2,43,49,46,21,27,28,0,1,1,0,1,1,1,0,4
6208,33,49,40,8,48,28,1,1,1,0,16,8,13,2,2,0,1,1,0,1,0,0,0,3
6209,3,2,6,8,7,3,0,2,0,54,36,80,38,41,37,0,1,1,0,0,1,1,1,2
6210,1,1,0,0,0,1,1,1,1,64,27,36,24,57,60,0,1,1,1,1,0,0,0,2
6211,18,2,9,19,22,7,0,1,2,46,51,20,43,2,42,0,0,1,1,0,0,0,1,3
6212,70,68,34,70,51,29,0,2,2,20,19,15,11,13,4,1,0,1,1,1,0,1,1,3
6213,225,239,180,28,209,208,1,1,2,4,30,5,39,11,30,1,0,1,1,0,0,1,0,5
6214,114,2,22,3,116,32,1,1,2,49,37,56,17,60,40,0,0,1,0,0,1,0,1,3
6215,112,195,46,8,47,133,1,1,1,40,21,40,53,43,61,0,1,0,1,0,1,1,1,4
6216,58,28,40,61,1,18,2,2,1,48,48,43,14,26,53,0,1,1,0,0,1,1,0,3
6217,191,193,145,187,160,190,2,1,0,24,39,51,37,85,3,0,0,0,0,1,0,1,0,5
6218,68,68,77,29,21,74,0,0,2,1,5,3,1,0,2,0,0,0,0,0,1,0,1,3
6219,140,173,141,44,167,6,0,2,2,11,49,0,34,13,3,0,1,0,0,1,1,1,1,4
6220,47,17,30,30,8,9,1,2,0,54,38,29,3,5,14,0,0,0,1,1,1,1,0,3
6221,5,72,45,27,41,67,0,2,2,5,30,1,8,25,17,0,1,0,1,0,1,1,0,3
6222,41,82,59,86,24,43,2,0,2,52,51,2,50,17,45,0,0,1,0,0,0,0,0,3
6223,9,104,39,118,152,152,0,1,0,6,6,17,1,20,19,1,0,0,1,0,1,0,1,4
6224,152,94,87,114,11,158,0,1,1,16,12,5,9,4,2,0,1,0,0,1,1,0,1,4
6225,19,21,11,20,31,9,1,1,2,32,44,7,59,10,35,1,0,1,1,1,1,1,1,3
6226,177,22,172,117,124,171,2,1,0,3,2,0,1,1,0,0,1,1,0,1,1,1,0,4
6227,2,59,4,48,57,15,2,0,0,31,13,42,80,70,40,1,1,1,0,1,0,0,0,3
6228,50,0,52,4,55,43,1,1,1,32,16,32,48,0,48,1,0,1,1,1,1,1,1,3
6229,35,34,25,88,17,4,0,0,0,28,49,29,21,1,59,1,0,0,1,0,1,1,0,3
6230,51,110,0,60,0,136,0,0,2,84,72,72,72,24,84,0,0,1,0,1,1,0,1,3
6231,210,75,139,184,17,114,0,1,2,5,6,10,0,15,23,0,1,0,1,1,1,0,1,4
6232,12,2,16,9,11,23,0,2,2,47,9,1,21,39,34,1,0,1,0,0,0,1,1,3
6233,3,34,31,2,6,16,1,1,0,54,24,13,23,39,56,0,0,1,1,1,0,0,0,3
6234,150,106,38,47,113,111,0,2,0,39,62,68,43,68,22,1,1,1,1,1,1,0,0,4
6235,189,31,142,37,75,5,1,1,1,39,25,6,33,21,22,0,0,0,0,0,0,1,0,3
6236,101,124,93,43,105,4,2,0,1,15,0,10,13,7,1,1,0,1,1,1,0,1,0,3
6237,84,83,94,49,53,64,2,1,0,58,5,70,35,30,6,1,1,0,0,1,0,0,1,3
6238,9,14,1,17,3,1,0,2,0,25,68,91,18,3,84,1,1,1,1,0,0,1,0,2
6239,5,25,96,113,20,54,0,0,0,81,31,12,39,0,94,1,1,1,0,1,1,0,0,3
6240,168,196,76,36,52,213,2,1,2,28,140,56,70,217,42,0,0,1,0,1,0,0,1,4
6241,89,11,106,60,111,45,2,0,1,32,38,39,16,18,14,1,0,0,0,0,1,0,0,3
6242,38,12,37,5,32,42,1,1,0,10,10,7,7,10,3,0,0,1,0,1,0,1,1,3
6243,80,12,24,60,66,12,2,1,1,23,58,30,1,4,54,1,0,0,0,0,0,0,1,3
6244,85,46,0,4,66,61,1,1,0,3,5,0,0,5,2,1,0,0,1,0,0,1,0,3
6245,1,0,2,1,2,2,1,1,2,65,80,29,38,73,60,1,1,0,1,1,0,1,0,2
6246,123,29,96,141,13,86,0,2,0,6,6,1,7,3,4,0,0,1,1,0,1,0,1,3
6247,52,85,66,120,110,72,0,0,0,1,11,10,12,2,4,0,0,1,1,0,0,1,0,4
6248,174,12,14,78,193,154,1,2,2,47,5,21,47,65,4,0,0,1,0,0,0,1,1,4
6249,74,46,218,1,107,52,2,1,2,6,44,44,18,1,31,0,1,0,1,0,1,1,1,3
6250,2,0,2,0,0,2,1,1,2,20,52,40,27,56,9,0,0,1,1,1,1,0,1,2
6251,48,58,135,179,46,100,2,2,0,25,25,26,13,32,53,1,1,1,1,0,0,0,0,4
6252,80,85,34,104,153,44,0,0,2,1,0,7,3,1,12,1,1,0,1,0,1,1,0,4
6253,9,1,5,11,2,14,0,1,1,28,19,52,78,58,66,1,0,0,0,1,1,0,1,2
6254,12,52,101,83,56,19,0,0,2,32,25,27,37,11,14,0,1,1,0,0,0,0,1,3
6255,147,15,36,147,99,6,1,1,2,60,45,26,78,1,65,1,1,0,1,0,1,0,1,3
6256,72,3,62,71,71,20,0,1,1,56,6,5,69,59,42,1,0,0,1,1,0,0,0,3
6257,21,31,34,26,13,10,2,1,1,8,52,42,8,24,39,1,0,0,1,0,0,1,0,3
6258,137,117,138,77,159,79,2,2,0,62,41,5,6,68,81,1,0,0,0,1,0,1,1,4
6259,1,57,1,39,87,47,0,0,2,2,24,28,7,25,35,0,0,0,1,1,1,1,0,3
6260,123,50,50,31,4,17,1,2,0,1,1,10,13,11,19,1,0,1,0,0,0,1,1,3
6261,0,15,7,12,0,0,2,1,0,43,72,28,13,52,48,0,0,1,1,0,1,1,0,2
6262,87,72,51,71,21,14,2,0,2,51,9,36,31,51,31,1,1,1,1,1,1,1,0,3
6263,4,5,10,0,1,3,1,2,0,5,10,8,6,1,11,0,0,1,1,0,1,0,1,2
6264,52,102,39,150,137,113,0,1,0,14,15,10,0,22,17,1,0,1,0,1,1,1,1,4
6265,23,24,0,52,0,6,0,0,1,52,13,19,68,20,13,0,0,1,1,1,1,0,0,3
6266,63,90,86,66,27,39,1,2,0,32,22,6,24,39,26,0,1,0,1,1,1,0,1,3
6267,6,9,29,41,42,19,1,0,2,18,9,32,18,38,31,0,0,0,0,1,1,1,1,3
6268,16,9,20,15,13,12,1,2,2,8,3,2,0,7,10,1,1,0,0,0,0,0,1,3
6269,1,11,21,38,12,38,0,1,1,8,28,27,26,3,12,0,0,0,1,0,0,1,1,3
6270,34,173,143,126,172,98,1,0,2,27,2,9,44,28,0,0,0,1,0,0,1,1,1,4
6271,25,9,96,6,4,155,1,0,2,12,13,22,1,19,17,0,0,0,0,1,0,1,0,3
6272,144,23,108,13,27,56,1,0,0,27,13,16,5,41,31,0,1,1,1,1,1,0,1,3
6273,101,47,116,31,177,9,2,0,1,7,0,13,16,4,9,1,0,0,0,0,0,1,0,3
6274,20,11,11,59,66,32,2,1,0,19,9,3,3,18,17,0,0,1,1,0,1,1,0,3
6275,76,47,9,50,11,99,1,0,2,10,46,53,12,26,25,1,0,1,1,0,1,1,1,3
6276,48,140,122,105,120,54,2,2,1,13,22,14,14,21,0,0,0,1,0,0,1,0,1,4
6277,101,43,216,56,24,186,2,1,2,7,29,61,31,42,38,0,1,1,0,0,1,0,0,4
6278,115,107,9,99,66,102,2,2,2,8,17,26,10,38,26,1,1,0,1,0,0,1,0,3
6279,71,36,184,84,95,80,2,1,2,7,6,10,11,20,9,0,0,0,0,0,0,0,0,4
6280,96,170,26,173,178,85,1,1,0,15,51,42,26,5,43,0,1,1,1,1,1,0,0,4
6281,209,80,247,183,240,173,2,1,1,22,46,35,46,26,23,1,1,1,1,0,0,0,1,5
6282,22,194,20,25,154,187,2,2,0,26,46,31,38,25,43,1,0,0,1,1,0,1,1,4
6283,53,53,41,49,61,22,0,1,0,104,754,494,585,234,507,0,1,1,0,0,0,1,0,3
6284,113,32,48,8,80,55,0,0,0,0,3,9,7,7,0,0,1,0,0,1,0,1,1,3
6285,13,29,19,65,74,3,0,0,1,68,41,60,11,35,52,0,1,0,1,1,1,1,1,3
6286,40,23,36,29,41,10,1,0,0,24,20,18,7,8,5,1,1,0,0,0,0,0,0,3
6287,0,38,37,62,64,37,0,1,2,27,68,54,52,28,23,0,0,1,1,1,1,1,0,3
6288,1,48,87,116,105,58,0,0,0,27,33,43,8,71,32,1,1,0,0,1,0,1,1,3
6289,4,56,98,2,56,112,1,2,2,45,77,45,22,79,76,1,0,0,0,0,0,0,1,3
6290,47,21,37,81,47,109,2,1,1,28,33,73,52,30,82,0,1,0,1,1,0,0,0,3
6291,100,72,0,5,139,123,1,1,1,17,17,40,6,41,48,1,1,0,0,0,0,1,1,3
6292,3,54,80,95,88,55,1,0,0,58,4,20,65,79,79,0,1,1,1,1,1,0,0,3
6293,22,49,43,48,11,4,0,1,1,15,30,17,45,38,8,1,1,0,1,0,0,1,1,3
6294,0,4,7,2,18,8,2,2,0,1,19,16,10,44,6,0,0,1,1,0,0,0,1,2
6295,45,75,29,70,32,69,0,0,0,50,12,3,11,35,20,0,0,0,1,0,0,0,0,3
6296,10,118,111,62,45,73,1,1,1,11,8,9,2,3,7,0,0,1,0,0,1,1,1,3
6297,19,24,80,130,35,59,2,1,2,51,73,41,10,74,66,0,0,0,0,1,0,0,1,3
6298,18,15,5,10,12,16,1,2,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3
6299,47,44,23,66,39,69,2,1,2,12,9,5,6,21,15,0,1,0,0,1,1,1,0,3
6300,98,96,182,99,76,64,1,0,2,35,43,23,23,26,42,1,0,1,1,0,1,0,0,4
6301,155,186,63,159,57,189,1,1,1,13,24,53,16,49,35,1,1,1,0,1,1,0,1,4
6302,40,2,52,30,46,82,2,0,1,69,39,18,9,25,70,0,0,1,1,0,1,0,1,3
6303,142,84,69,204,145,98,1,2,1,30,22,0,13,35,2,1,1,1,0,1,0,0,1,4
6304,95,114,173,189,178,71,2,2,2,1,0,1,1,0,0,0,1,0,0,1,0,0,1,4
6305,64,77,39,40,25,59,1,1,2,50,10,8,71,32,69,0,1,0,1,1,1,1,1,3
6306,25,49,57,15,1,77,2,2,1,39,35,21,12,35,0,1,0,1,0,0,1,0,1,3
6307,66,25,70,49,2,52,1,2,0,16,7,20,31,31,24,1,1,0,0,1,1,0,0,3
6308,34,35,68,40,150,75,2,1,2,53,85,81,67,17,28,0,0,1,0,0,0,1,0,3
6309,10,81,83,95,61,122,0,0,2,63,64,46,19,12,60,0,1,1,1,1,1,0,0,3
6310,3,25,18,4,21,4,2,0,0,27,6,5,2,3,8,0,1,1,0,0,0,1,1,3
6311,19,52,15,36,79,5,2,0,1,5,4,0,2,2,4,0,1,1,1,1,0,1,1,3
6312,24,151,101,122,0,57,0,2,1,26,49,36,17,55,70,0,0,1,1,0,0,1,1,3
6313,141,24,179,225,185,109,0,0,1,45,35,51,38,33,36,1,1,1,1,1,1,1,1,4
6314,74,76,10,28,20,17,2,1,0,7,8,10,7,22,11,0,0,0,0,0,0,1,0,3
6315,70,0,72,110,107,41,2,0,2,4,13,12,4,2,14,1,1,1,0,1,0,0,1,3
6316,26,37,43,68,74,80,0,1,0,48,14,17,55,24,33,1,1,1,1,1,1,1,0,3
6317,19,20,24,22,14,13,2,2,0,16,21,2,16,25,9,1,0,0,1,0,0,0,0,3
6318,0,1,3,0,3,3,0,0,2,40,15,36,5,19,90,1,0,0,1,1,1,1,1,2
6319,86,22,44,46,81,38,2,0,1,22,12,10,5,7,8,1,1,1,1,1,0,0,1,3
6320,61,27,61,54,48,52,2,2,2,24,23,47,49,7,23,0,0,0,1,0,1,0,1,3
6321,13,2,10,0,10,8,1,1,2,13,25,4,0,52,49,1,0,0,0,0,1,1,1,2
6322,4,30,38,53,48,34,0,1,2,8,56,70,37,67,86,1,1,0,0,0,1,0,0,3
6323,17,190,161,170,197,204,1,1,2,91,16,85,85,92,80,0,1,0,1,1,1,0,1,4
6324,39,29,52,5,16,34,1,2,1,50,63,51,1,26,67,0,0,0,1,1,1,0,0,3
6325,57,38,20,45,23,83,0,2,2,30,18,36,26,9,54,0,0,0,1,0,0,1,0,3
6326,48,114,6,120,16,3,1,2,2,1,0,1,4,0,0,1,1,0,0,0,1,1,0,3
6327,50,88,80,85,137,87,2,0,1,2,0,6,1,3,3,0,1,0,0,0,1,0,0,4
6328,20,19,18,24,20,2,1,1,1,52,41,80,82,93,14,1,1,0,0,0,1,0,1,3
6329,62,55,33,170,164,46,2,2,1,40,4,19,45,68,43,1,1,0,0,0,1,1,1,4
6330,206,41,139,58,187,4,1,1,2,50,42,13,34,56,77,1,1,1,0,1,0,0,0,4
6331,184,238,228,100,48,109,1,0,2,9,17,12,11,17,5,0,0,0,1,1,0,0,1,4
6332,50,63,4,31,5,34,1,0,1,30,21,27,69,38,20,1,1,0,0,1,1,1,0,3
6333,65,148,49,41,35,58,1,2,1,15,21,21,3,3,12,1,1,1,1,0,1,0,1,3
6334,8,1,9,10,10,3,0,2,0,59,58,28,58,49,58,1,1,1,1,0,1,0,0,2
6335,7,14,15,10,16,15,2,1,2,1,5,5,2,2,2,0,1,0,1,0,1,0,1,3
6336,109,15,54,115,43,0,1,2,2,62,31,46,63,63,30,1,1,1,1,1,1,0,1,3
6337,32,31,6,0,10,33,2,1,1,61,2,24,23,53,35,0,0,0,0,1,0,0,1,3
6338,58,12,25,55,29,30,2,1,0,71,60,36,49,16,7,1,1,0,1,0,0,1,0,3
6339,48,4,18,28,42,26,0,0,2,30,14,44,45,4,66,0,1,1,1,0,0,1,1,3
6340,13,6,48,50,38,30,2,2,0,34,22,0,2,5,38,1,0,0,1,1,1,0,1,3
6341,204,200,134,150,141,216,2,0,2,5,0,9,6,21,8,0,0,0,0,1,0,1,1,5
6342,20,61,68,24,20,39,1,0,1,26,24,26,10,8,0,1,0,1,0,0,0,0,1,3
6343,3,67,0,26,39,76,0,0,2,8,3,12,13,4,7,1,1,0,1,1,0,0,1,3
6344,29,6,24,21,27,22,2,1,0,22,52,23,55,15,86,0,0,1,1,0,0,1,1,3
6345,19,1,21,23,13,2,2,2,0,9,15,41,23,0,18,1,1,0,1,0,1,1,0,3
6346,48,17,34,15,39,53,0,1,1,18,29,48,58,68,43,1,1,1,1,1,1,1,1,3
6347,52,146,100,147,116,62,0,0,1,6,10,0,17,15,7,0,0,0,1,0,1,1,1,4
6348,74,3,72,65,44,16,1,1,2,77,70,63,37,53,12,0,0,1,1,1,1,1,0,3
6349,34,19,12,24,21,6,0,2,1,14,12,5,0,9,2,0,1,1,0,1,0,1,0,3
6350,61,101,40,58,117,78,0,2,1,1,5,5,1,2,5,0,1,1,1,1,1,1,1,3
6351,32,30,31,68,24,11,0,2,2,6,34,52,65,57,30,1,0,1,1,0,0,0,1,3
6352,41,1,13,34,91,185,2,1,0,31,43,48,36,31,16,0,0,1,0,0,0,0,1,3
6353,0,46,58,20,61,65,0,2,0,47,24,50,67,17,19,0,1,0,0,0,1,1,0,3
6354,29,63,4,10,68,27,2,2,2,20,20,14,33,17,33,0,0,1,0,0,1,1,1,3
6355,61,32,41,162,210,102,2,2,2,63,46,40,34,44,1,0,0,0,0,1,1,1,0,4
6356,10,1,14,41,27,28,2,0,1,12,33,50,25,5,53,0,1,1,0,0,0,0,0,3
6357,114,181,177,144,143,28,1,2,1,52,49,14,35,11,15,1,1,1,0,1,1,0,1,4
6358,3,12,91,90,56,11,0,0,1,62,54,80,44,47,43,0,0,0,1,0,1,1,1,3
6359,20,32,13,26,4,8,1,0,0,5,7,22,22,10,28,1,0,1,1,1,1,1,0,3
6360,142,8,114,101,18,106,2,2,2,46,23,71,10,4,43,1,0,0,0,1,1,1,0,3
6361,49,57,124,59,19,38,0,1,0,50,93,9,41,60,25,0,0,0,1,0,0,1,1,3
6362,62,25,76,70,48,35,2,1,0,13,29,50,46,40,52,0,0,0,0,0,1,0,0,3
6363,13,4,0,10,6,0,0,2,0,44,96,72,42,94,12,0,1,1,0,0,1,0,1,2
6364,40,28,237,30,69,212,0,0,0,29,6,27,44,89,73,1,0,1,1,0,0,0,1,4
6365,139,20,48,25,236,144,2,0,2,66,17,56,64,21,66,0,1,0,0,0,0,0,0,4
6366,4,15,13,2,10,14,2,0,0,20,73,42,42,19,51,0,0,1,0,0,1,1,1,3
6367,21,14,37,31,17,44,1,1,1,62,45,15,71,74,53,1,0,1,0,1,0,1,0,3
6368,173,53,174,214,30,138,2,0,0,34,49,24,33,7,11,1,0,1,1,0,1,0,1,4
6369,10,116,107,41,48,49,2,1,1,12,9,10,5,11,13,1,1,1,0,1,0,0,1,3
6370,20,1,36,32,23,29,2,1,1,19,74,46,3,33,89,1,1,0,0,1,0,1,1,3
6371,151,198,35,23,79,193,1,0,1,6,17,34,7,17,30,0,0,0,1,0,1,1,1,4
6372,61,77,99,19,72,19,1,2,2,6,9,4,9,3,1,0,1,1,0,0,0,0,1,3
6373,76,136,32,12,33,0,1,2,0,53,44,0,49,19,11,1,0,0,1,1,1,0,0,3
6374,85,5,54,92,30,105,0,0,1,34,20,32,34,2,10,1,0,1,0,1,0,1,1,3
